name,tapebert_mlp_pred_result_1,tapebert_mlp_pred_result_2,tapebert_mlp_pred_result_3,tapebert_mlp_pred_result_4,tapebert_mlp_pred_result_5,tapebert_mlp_pred_result_vote,tapebert_svm_pred_result_1,tapebert_svm_pred_result_2,tapebert_svm_pred_result_3,tapebert_svm_pred_result_4,tapebert_svm_pred_result_5,tapebert_svm_pred_result_vote,pssm_cnn_pred_result_1,pssm_cnn_pred_result_2,pssm_cnn_pred_result_3,pssm_cnn_pred_result_4,pssm_cnn_pred_result_5,pssm_cnn_pred_result_vote,hybrid_bilstm_pred_result_1,hybrid_bilstm_pred_result_2,hybrid_bilstm_pred_result_3,hybrid_bilstm_pred_result_4,hybrid_bilstm_pred_result_5,hybrid_bilstm_pred_result_vote
lcl|NC_012442.1_prot_WP_002969353.1_352,0.147,0.1,0.08,0.04,0.227,0.0,0.159,0.194,0.253,0.286,0.347,0.0,0.104,0.103,0.097,0.133,0.086,0.0,0.042,0.013,0.012,0.017,0.021,0.0
lcl|NC_012442.1_prot_WP_004681741.1_353,0.0,0.0,0.003,0.0,0.0,0.0,0.005,0.003,0.004,0.007,0.003,0.0,0.068,0.028,0.034,0.02,0.016,0.0,0.008,0.001,0.001,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_004681742.1_354,0.0,0.063,0.031,0.02,0.011,0.0,0.044,0.094,0.043,0.043,0.054,0.0,0.247,0.166,0.011,0.034,0.115,0.0,0.003,0.004,0.0,0.054,0.001,0.0
lcl|NC_012442.1_prot_WP_002969352.1_355,0.023,0.148,0.097,0.063,0.025,0.0,0.051,0.056,0.069,0.06,0.039,0.0,0.109,0.06,0.025,0.029,0.049,0.0,0.076,0.026,0.011,0.017,0.033,0.0
lcl|NC_012442.1_prot_WP_004681745.1_356,0.001,0.008,0.079,0.008,0.03,0.0,0.038,0.027,0.037,0.044,0.032,0.0,0.152,0.118,0.076,0.098,0.152,0.0,0.099,0.296,0.145,0.22,0.092,0.0
lcl|NC_012442.1_prot_WP_004686117.1_357,0.25,0.256,0.1,0.173,0.079,0.0,0.208,0.189,0.21,0.182,0.353,0.0,0.335,0.202,0.122,0.228,0.397,0.0,0.082,0.017,0.046,0.153,0.039,0.0
lcl|NC_012442.1_prot_WP_004681746.1_358,0.085,0.005,0.029,0.015,0.044,0.0,0.018,0.024,0.02,0.028,0.02,0.0,0.137,0.062,0.046,0.035,0.022,0.0,0.011,0.002,0.002,0.017,0.002,0.0
lcl|NC_012442.1_prot_WP_004686116.1_359,0.02,0.001,0.016,0.002,0.022,0.0,0.009,0.01,0.008,0.009,0.005,0.0,0.168,0.134,0.136,0.091,0.132,0.0,0.016,0.0,0.009,0.102,0.012,0.0
lcl|NC_012442.1_prot_WP_004681750.1_361,0.0,0.001,0.008,0.0,0.0,0.0,0.019,0.005,0.014,0.011,0.011,0.0,0.067,0.036,0.021,0.076,0.042,0.0,0.015,0.002,0.008,0.155,0.0,0.0
lcl|NC_012442.1_prot_WP_004686114.1_362,0.0,0.0,0.003,0.0,0.0,0.0,0.003,0.002,0.002,0.003,0.003,0.0,0.045,0.037,0.031,0.02,0.046,0.0,0.001,0.0,0.0,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_004686113.1_363,0.0,0.001,0.006,0.0,0.0,0.0,0.011,0.006,0.006,0.011,0.008,0.0,0.067,0.017,0.044,0.012,0.017,0.0,0.001,0.0,0.0,0.0,0.0,0.0
lcl|NC_012442.1_prot_WP_004686112.1_364,0.0,0.0,0.004,0.0,0.0,0.0,0.007,0.003,0.005,0.004,0.006,0.0,0.01,0.007,0.012,0.008,0.004,0.0,0.007,0.001,0.001,0.006,0.0,0.0
lcl|NC_012442.1_prot_WP_004681766.1_365,0.117,0.127,0.082,0.189,0.457,0.0,0.043,0.021,0.015,0.02,0.012,0.0,0.209,0.248,0.112,0.22,0.246,0.0,0.094,0.642,0.089,0.339,0.594,0.4
lcl|NC_012442.1_prot_WP_004681768.1_366,0.01,0.044,0.021,0.033,0.011,0.0,0.004,0.006,0.011,0.007,0.005,0.0,0.033,0.04,0.044,0.016,0.02,0.0,0.013,0.0,0.001,0.013,0.002,0.0
lcl|NC_012442.1_prot_WP_004681770.1_367,0.013,0.015,0.019,0.045,0.013,0.0,0.044,0.039,0.029,0.028,0.013,0.0,0.136,0.094,0.038,0.033,0.144,0.0,0.015,0.058,0.015,0.021,0.001,0.0
lcl|NC_012442.1_prot_WP_002971358.1_368,0.002,0.001,0.003,0.008,0.002,0.0,0.003,0.004,0.004,0.002,0.003,0.0,0.278,0.22,0.072,0.092,0.044,0.0,0.016,0.011,0.003,0.023,0.004,0.0
lcl|NC_012442.1_prot_WP_004681774.1_369,0.0,0.002,0.034,0.007,0.0,0.0,0.01,0.009,0.017,0.008,0.01,0.0,0.034,0.023,0.031,0.063,0.011,0.0,0.148,0.019,0.0,0.138,0.002,0.0
lcl|NC_012442.1_prot_WP_004681777.1_370,0.029,0.045,0.034,0.044,0.021,0.0,0.033,0.035,0.034,0.03,0.037,0.0,0.035,0.015,0.025,0.004,0.064,0.0,0.107,0.191,0.099,0.083,0.013,0.0
lcl|NC_012442.1_prot_WP_004681780.1_371,0.003,0.017,0.035,0.02,0.021,0.0,0.024,0.023,0.026,0.038,0.015,0.0,0.028,0.034,0.026,0.033,0.047,0.0,0.003,0.001,0.001,0.007,0.001,0.0
lcl|NC_012442.1_prot_WP_004681784.1_372,0.0,0.002,0.015,0.005,0.0,0.0,0.01,0.01,0.016,0.009,0.01,0.0,0.027,0.04,0.034,0.059,0.02,0.0,0.051,0.005,0.0,0.026,0.001,0.0
lcl|NC_012442.1_prot_WP_004681786.1_373,0.0,0.001,0.006,0.0,0.002,0.0,0.007,0.003,0.004,0.006,0.006,0.0,0.037,0.037,0.056,0.013,0.013,0.0,0.107,0.442,0.041,0.05,0.484,0.0
lcl|NC_012442.1_prot_WP_006135455.1_375,0.0,0.001,0.008,0.0,0.0,0.0,0.013,0.01,0.018,0.008,0.016,0.0,0.017,0.007,0.025,0.01,0.021,0.0,0.075,0.01,0.0,0.039,0.012,0.0
lcl|NC_012442.1_prot_WP_004681792.1_376,0.003,0.008,0.018,0.003,0.001,0.0,0.002,0.003,0.005,0.003,0.005,0.0,0.096,0.202,0.036,0.08,0.006,0.0,0.002,0.001,0.001,0.004,0.0,0.0
lcl|NC_012442.1_prot_WP_004686870.1_377,0.0,0.001,0.023,0.0,0.0,0.0,0.018,0.011,0.009,0.016,0.023,0.0,0.055,0.015,0.024,0.032,0.015,0.0,0.063,0.007,0.002,0.033,0.029,0.0
lcl|NC_012442.1_prot_WP_006135454.1_378,0.004,0.006,0.058,0.009,0.003,0.0,0.01,0.009,0.013,0.011,0.017,0.0,0.098,0.127,0.066,0.061,0.035,0.0,0.039,0.017,0.005,0.021,0.001,0.0
lcl|NC_012442.1_prot_WP_004686107.1_380,0.001,0.0,0.049,0.003,0.003,0.0,0.072,0.036,0.066,0.033,0.051,0.0,0.251,0.268,0.173,0.214,0.269,0.0,0.025,0.021,0.006,0.076,0.019,0.0
lcl|NC_012442.1_prot_WP_004681802.1_381,0.0,0.001,0.013,0.0,0.0,0.0,0.006,0.008,0.009,0.005,0.007,0.0,0.027,0.013,0.011,0.009,0.018,0.0,0.001,0.0,0.0,0.01,0.0,0.0
lcl|NC_012442.1_prot_WP_004681804.1_382,0.006,0.008,0.04,0.008,0.008,0.0,0.01,0.013,0.018,0.016,0.021,0.0,0.215,0.094,0.066,0.047,0.127,0.0,0.114,0.048,0.036,0.049,0.123,0.0
lcl|NC_012442.1_prot_WP_004681807.1_383,0.0,0.004,0.002,0.004,0.001,0.0,0.014,0.015,0.011,0.005,0.009,0.0,0.026,0.031,0.033,0.039,0.069,0.0,0.001,0.0,0.001,0.004,0.0,0.0
lcl|NC_012442.1_prot_WP_002966181.1_386,0.0,0.002,0.002,0.0,0.0,0.0,0.002,0.003,0.002,0.004,0.002,0.0,0.078,0.167,0.355,0.04,0.264,0.0,0.008,0.0,0.0,0.004,0.0,0.0
lcl|NC_012442.1_prot_WP_004681816.1_387,0.269,0.475,0.36,0.402,0.247,0.0,0.22,0.24,0.303,0.155,0.26,0.0,0.399,0.129,0.25,0.332,0.364,0.0,0.386,0.149,0.072,0.226,0.012,0.0
lcl|NC_012442.1_prot_WP_004686105.1_389,0.0,0.0,0.005,0.0,0.0,0.0,0.011,0.019,0.01,0.011,0.011,0.0,0.021,0.01,0.006,0.002,0.003,0.0,0.001,0.0,0.0,0.004,0.0,0.0
lcl|NC_012442.1_prot_WP_002968376.1_390,0.0,0.0,0.002,0.0,0.0,0.0,0.011,0.011,0.005,0.009,0.014,0.0,0.016,0.072,0.096,0.036,0.031,0.0,0.027,0.0,0.004,0.019,0.003,0.0
lcl|NC_012442.1_prot_WP_004681822.1_391,0.504,0.423,0.161,0.311,0.24,0.2,0.144,0.12,0.202,0.253,0.214,0.0,0.081,0.065,0.026,0.034,0.012,0.0,0.059,0.001,0.0,0.003,0.008,0.0
lcl|NC_012442.1_prot_WP_002972031.1_392,0.0,0.003,0.006,0.0,0.0,0.0,0.009,0.013,0.008,0.02,0.006,0.0,0.029,0.018,0.02,0.022,0.011,0.0,0.02,0.0,0.003,0.002,0.002,0.0
lcl|NC_012442.1_prot_WP_004686102.1_394,0.0,0.0,0.008,0.0,0.0,0.0,0.033,0.022,0.026,0.031,0.026,0.0,0.06,0.045,0.044,0.06,0.029,0.0,0.053,0.011,0.005,0.058,0.068,0.0
lcl|NC_012442.1_prot_WP_002970715.1_395,0.095,0.243,0.151,0.134,0.047,0.0,0.032,0.044,0.037,0.026,0.057,0.0,0.009,0.003,0.006,0.012,0.001,0.0,0.061,0.041,0.012,0.041,0.002,0.0
lcl|NC_012442.1_prot_WP_004681829.1_396,0.0,0.0,0.001,0.0,0.0,0.0,0.002,0.007,0.004,0.002,0.006,0.0,0.081,0.059,0.068,0.044,0.082,0.0,0.033,0.001,0.0,0.003,0.001,0.0
lcl|NC_012442.1_prot_WP_002968382.1_397,0.0,0.0,0.002,0.0,0.0,0.0,0.01,0.006,0.004,0.017,0.007,0.0,0.197,0.245,0.35,0.081,0.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lcl|NC_012442.1_prot_WP_004686100.1_398,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.001,0.001,0.002,0.001,0.0,0.326,0.062,0.073,0.235,0.025,0.0,0.009,0.001,0.0,0.0,0.0,0.0
lcl|NC_012442.1_prot_WP_002966169.1_399,0.0,0.001,0.002,0.007,0.011,0.0,0.004,0.009,0.005,0.004,0.006,0.0,0.337,0.234,0.059,0.124,0.268,0.0,0.01,0.001,0.002,0.008,0.004,0.0
lcl|NC_012442.1_prot_WP_002966168.1_400,0.018,0.01,0.113,0.015,0.057,0.0,0.119,0.111,0.125,0.184,0.145,0.0,0.128,0.059,0.123,0.039,0.188,0.0,0.173,0.02,0.019,0.044,0.059,0.0
lcl|NC_012442.1_prot_WP_002968384.1_401,0.0,0.0,0.004,0.0,0.004,0.0,0.01,0.029,0.007,0.015,0.007,0.0,0.009,0.004,0.007,0.002,0.007,0.0,0.002,0.0,0.0,0.0,0.0,0.0
lcl|NC_012442.1_prot_WP_002966165.1_402,0.217,0.194,0.333,0.163,0.349,0.0,0.176,0.188,0.201,0.213,0.223,0.0,0.165,0.186,0.144,0.096,0.067,0.0,0.359,0.044,0.038,0.082,0.009,0.0
lcl|NC_012442.1_prot_WP_002966164.1_403,0.029,0.001,0.019,0.023,0.118,0.0,0.028,0.033,0.009,0.026,0.033,0.0,0.069,0.004,0.017,0.009,0.006,0.0,0.024,0.0,0.056,0.099,0.084,0.0
lcl|NC_012442.1_prot_WP_005971535.1_404,0.001,0.0,0.002,0.003,0.001,0.0,0.004,0.004,0.003,0.003,0.005,0.0,0.009,0.002,0.01,0.002,0.004,0.0,0.0,0.0,0.0,0.003,0.0,0.0
lcl|NC_012442.1_prot_WP_002966162.1_405,0.0,0.0,0.001,0.0,0.0,0.0,0.003,0.006,0.003,0.005,0.002,0.0,0.025,0.012,0.012,0.02,0.012,0.0,0.01,0.0,0.001,0.004,0.001,0.0
lcl|NC_012442.1_prot_WP_004686099.1_406,0.75,0.286,0.24,0.082,0.685,0.4,0.761,0.619,0.561,0.266,0.776,0.8,0.505,0.641,0.778,0.615,0.921,1.0,0.934,0.99,0.813,0.838,0.885,1.0
lcl|NC_012442.1_prot_WP_004686098.1_407,0.0,0.0,0.001,0.0,0.0,0.0,0.007,0.007,0.004,0.012,0.005,0.0,0.008,0.003,0.014,0.004,0.008,0.0,0.001,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_004681837.1_408,0.004,0.0,0.002,0.006,0.002,0.0,0.003,0.004,0.002,0.004,0.006,0.0,0.03,0.001,0.003,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lcl|NC_012442.1_prot_WP_006135443.1_409,0.218,0.152,0.097,0.086,0.035,0.0,0.111,0.074,0.086,0.111,0.071,0.0,0.156,0.08,0.091,0.09,0.079,0.0,0.722,0.504,0.443,0.395,0.427,0.4
lcl|NC_012442.1_prot_WP_014517383.1_410,0.653,0.532,0.427,0.552,0.866,0.8,0.7,0.55,0.447,0.666,0.598,0.8,0.594,0.64,0.325,0.328,0.751,0.6,0.111,0.01,0.011,0.039,0.146,0.0
lcl|NC_012442.1_prot_WP_004681838.1_411,0.01,0.008,0.021,0.001,0.012,0.0,0.031,0.033,0.034,0.11,0.065,0.0,0.159,0.082,0.103,0.051,0.044,0.0,0.02,0.0,0.022,0.003,0.001,0.0
lcl|NC_012442.1_prot_WP_002971258.1_413,0.069,0.0,0.008,0.016,0.068,0.0,0.027,0.024,0.005,0.016,0.016,0.0,0.038,0.007,0.019,0.007,0.013,0.0,0.0,0.0,0.0,0.004,0.0,0.0
lcl|NC_012442.1_prot_WP_004686096.1_414,0.041,0.012,0.039,0.013,0.006,0.0,0.017,0.029,0.026,0.023,0.03,0.0,0.101,0.069,0.022,0.047,0.026,0.0,0.036,0.001,0.002,0.026,0.003,0.0
lcl|NC_012442.1_prot_WP_002966153.1_415,0.012,0.007,0.033,0.025,0.013,0.0,0.026,0.024,0.035,0.033,0.035,0.0,0.105,0.04,0.021,0.007,0.019,0.0,0.002,0.0,0.0,0.004,0.0,0.0
lcl|NC_012442.1_prot_WP_002966151.1_416,0.479,0.337,0.201,0.213,0.178,0.0,0.166,0.122,0.213,0.126,0.163,0.0,0.073,0.063,0.029,0.02,0.039,0.0,0.145,0.022,0.012,0.015,0.007,0.0
lcl|NC_012442.1_prot_WP_002966152.1_417,0.297,0.331,0.277,0.161,0.239,0.0,0.331,0.319,0.244,0.22,0.29,0.0,0.825,0.527,0.618,0.355,0.641,0.8,0.512,0.291,0.263,0.132,0.328,0.2
lcl|NC_012442.1_prot_WP_002966150.1_418,0.003,0.013,0.048,0.008,0.011,0.0,0.028,0.031,0.005,0.023,0.009,0.0,0.749,0.721,0.215,0.172,0.293,0.4,0.016,0.012,0.004,0.098,0.049,0.0
lcl|NC_012442.1_prot_WP_002966149.1_419,0.02,0.042,0.036,0.014,0.012,0.0,0.029,0.043,0.049,0.036,0.034,0.0,0.066,0.204,0.06,0.049,0.049,0.0,0.016,0.014,0.011,0.025,0.015,0.0
lcl|NC_012442.1_prot_WP_004681841.1_420,0.0,0.002,0.005,0.001,0.005,0.0,0.006,0.003,0.007,0.007,0.006,0.0,0.064,0.017,0.022,0.058,0.086,0.0,0.004,0.007,0.001,0.015,0.001,0.0
lcl|NC_012442.1_prot_WP_002966147.1_421,0.059,0.04,0.014,0.016,0.033,0.0,0.004,0.006,0.006,0.006,0.007,0.0,0.066,0.035,0.06,0.024,0.05,0.0,0.009,0.0,0.003,0.004,0.0,0.0
lcl|NC_012442.1_prot_WP_002966146.1_422,0.0,0.01,0.011,0.001,0.0,0.0,0.002,0.007,0.004,0.002,0.003,0.0,0.092,0.057,0.009,0.016,0.036,0.0,0.0,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_002966144.1_423,0.0,0.001,0.006,0.001,0.0,0.0,0.012,0.01,0.01,0.006,0.016,0.0,0.026,0.04,0.083,0.085,0.063,0.0,0.004,0.001,0.0,0.01,0.0,0.0
lcl|NC_012442.1_prot_WP_002966142.1_425,0.0,0.0,0.005,0.0,0.0,0.0,0.006,0.003,0.01,0.005,0.003,0.0,0.017,0.01,0.004,0.002,0.001,0.0,0.001,0.0,0.0,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_002966141.1_426,0.298,0.316,0.184,0.063,0.125,0.0,0.144,0.1,0.178,0.077,0.146,0.0,0.615,0.554,0.429,0.313,0.563,0.6,0.711,0.297,0.037,0.176,0.388,0.2
lcl|NC_012442.1_prot_WP_002966140.1_427,0.004,0.019,0.015,0.008,0.002,0.0,0.014,0.018,0.021,0.03,0.013,0.0,0.025,0.055,0.019,0.007,0.012,0.0,0.003,0.015,0.018,0.008,0.0,0.0
lcl|NC_012442.1_prot_WP_004681845.1_428,0.0,0.0,0.002,0.0,0.0,0.0,0.007,0.008,0.01,0.004,0.008,0.0,0.008,0.003,0.012,0.004,0.002,0.0,0.006,0.0,0.0,0.014,0.003,0.0
lcl|NC_012442.1_prot_WP_004681846.1_429,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.002,0.004,0.003,0.0,0.055,0.04,0.011,0.016,0.044,0.0,0.0,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_004681847.1_430,0.0,0.002,0.003,0.0,0.0,0.0,0.03,0.027,0.034,0.038,0.036,0.0,0.03,0.068,0.039,0.043,0.014,0.0,0.049,0.004,0.0,0.006,0.006,0.0
lcl|NC_012442.1_prot_WP_002966136.1_431,0.001,0.004,0.026,0.001,0.001,0.0,0.132,0.088,0.035,0.109,0.067,0.0,0.012,0.021,0.008,0.004,0.004,0.0,0.014,0.001,0.0,0.027,0.001,0.0
lcl|NC_012442.1_prot_WP_004686094.1_432,0.58,0.579,0.472,0.61,0.656,0.8,0.589,0.424,0.419,0.379,0.478,0.2,0.814,0.727,0.731,0.705,0.895,1.0,0.979,0.961,0.974,0.773,0.966,1.0
lcl|NC_012442.1_prot_WP_002966133.1_433,0.003,0.004,0.012,0.001,0.001,0.0,0.03,0.043,0.045,0.011,0.017,0.0,0.014,0.003,0.008,0.006,0.005,0.0,0.072,0.088,0.029,0.08,0.245,0.0
lcl|NC_012442.1_prot_WP_002966132.1_434,0.252,0.462,0.144,0.375,0.363,0.0,0.183,0.192,0.218,0.171,0.183,0.0,0.205,0.13,0.057,0.091,0.101,0.0,0.41,0.324,0.162,0.14,0.706,0.2
lcl|NC_012442.1_prot_WP_004686092.1_436,0.01,0.006,0.026,0.008,0.008,0.0,0.033,0.021,0.024,0.023,0.017,0.0,0.011,0.009,0.01,0.005,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lcl|NC_012442.1_prot_WP_004681849.1_437,0.0,0.0,0.002,0.0,0.0,0.0,0.001,0.005,0.002,0.002,0.002,0.0,0.036,0.004,0.018,0.009,0.009,0.0,0.002,0.0,0.0,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_002966128.1_438,0.009,0.022,0.034,0.007,0.004,0.0,0.046,0.034,0.025,0.041,0.038,0.0,0.015,0.005,0.008,0.005,0.026,0.0,0.011,0.001,0.0,0.007,0.0,0.0
lcl|NC_012442.1_prot_WP_004681851.1_439,0.021,0.008,0.007,0.022,0.034,0.0,0.002,0.005,0.003,0.005,0.001,0.0,0.014,0.003,0.007,0.008,0.009,0.0,0.003,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_002966126.1_440,0.001,0.008,0.003,0.006,0.009,0.0,0.004,0.003,0.005,0.006,0.001,0.0,0.024,0.032,0.01,0.01,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lcl|NC_012442.1_prot_WP_002966125.1_441,0.414,0.149,0.229,0.338,0.329,0.0,0.106,0.1,0.146,0.129,0.089,0.0,0.033,0.034,0.053,0.022,0.061,0.0,0.02,0.001,0.001,0.027,0.019,0.0
lcl|NC_012442.1_prot_WP_002966123.1_442,0.0,0.001,0.015,0.0,0.001,0.0,0.025,0.033,0.024,0.037,0.025,0.0,0.124,0.1,0.059,0.061,0.042,0.0,0.009,0.001,0.0,0.01,0.002,0.0
lcl|NC_012442.1_prot_WP_004681853.1_443,0.001,0.0,0.002,0.001,0.0,0.0,0.003,0.004,0.003,0.007,0.003,0.0,0.018,0.012,0.013,0.005,0.072,0.0,0.002,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_004686090.1_444,0.0,0.0,0.001,0.0,0.0,0.0,0.004,0.004,0.003,0.008,0.003,0.0,0.073,0.161,0.133,0.093,0.291,0.0,0.006,0.0,0.001,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_002967308.1_445,0.0,0.0,0.001,0.0,0.0,0.0,0.004,0.005,0.005,0.002,0.002,0.0,0.024,0.039,0.032,0.012,0.02,0.0,0.001,0.003,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_004681855.1_446,0.0,0.001,0.006,0.002,0.0,0.0,0.007,0.017,0.013,0.006,0.013,0.0,0.019,0.014,0.003,0.009,0.006,0.0,0.01,0.001,0.003,0.009,0.0,0.0
lcl|NC_012442.1_prot_WP_002972046.1_447,0.008,0.012,0.017,0.002,0.002,0.0,0.016,0.019,0.008,0.026,0.011,0.0,0.063,0.027,0.021,0.025,0.049,0.0,0.011,0.012,0.006,0.024,0.02,0.0
lcl|NC_012442.1_prot_WP_004681856.1_448,0.0,0.0,0.001,0.0,0.0,0.0,0.003,0.005,0.003,0.007,0.004,0.0,0.088,0.03,0.086,0.008,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lcl|NC_012442.1_prot_WP_002966116.1_449,0.0,0.0,0.002,0.0,0.0,0.0,0.011,0.013,0.008,0.016,0.005,0.0,0.246,0.141,0.028,0.14,0.091,0.0,0.02,0.003,0.013,0.045,0.01,0.0
lcl|NC_012442.1_prot_WP_002966115.1_450,0.434,0.322,0.167,0.03,0.116,0.0,0.039,0.057,0.079,0.085,0.066,0.0,0.789,0.588,0.796,0.275,0.417,0.6,0.568,0.225,0.031,0.259,0.063,0.2
lcl|NC_012442.1_prot_WP_002967307.1_452,0.0,0.0,0.004,0.0,0.0,0.0,0.015,0.01,0.006,0.013,0.006,0.0,0.018,0.008,0.006,0.007,0.007,0.0,0.005,0.001,0.002,0.005,0.016,0.0
lcl|NC_012442.1_prot_WP_002966111.1_453,0.0,0.0,0.003,0.0,0.0,0.0,0.036,0.018,0.01,0.027,0.009,0.0,0.019,0.004,0.014,0.001,0.006,0.0,0.003,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_004684984.1_454,0.001,0.0,0.014,0.001,0.0,0.0,0.038,0.016,0.018,0.034,0.022,0.0,0.084,0.049,0.076,0.105,0.09,0.0,0.08,0.0,0.0,0.016,0.0,0.0
lcl|NC_012442.1_prot_WP_004686089.1_455,0.011,0.001,0.004,0.013,0.011,0.0,0.006,0.006,0.003,0.007,0.008,0.0,0.022,0.003,0.008,0.003,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_002966108.1_456,0.195,0.172,0.17,0.158,0.174,0.0,0.241,0.128,0.141,0.35,0.28,0.0,0.78,0.474,0.659,0.165,0.527,0.6,0.196,0.202,0.054,0.068,0.132,0.0
lcl|NC_012442.1_prot_WP_004686088.1_457,0.053,0.075,0.175,0.033,0.017,0.0,0.138,0.111,0.086,0.155,0.133,0.0,0.134,0.049,0.055,0.045,0.021,0.0,0.331,0.047,0.101,0.142,0.032,0.0
lcl|NC_012442.1_prot_WP_004686087.1_458,0.001,0.0,0.01,0.0,0.001,0.0,0.014,0.013,0.015,0.013,0.011,0.0,0.025,0.012,0.024,0.012,0.015,0.0,0.004,0.0,0.0,0.001,0.0,0.0
lcl|NC_012442.1_prot_WP_004681859.1_459,0.008,0.003,0.078,0.006,0.002,0.0,0.03,0.03,0.019,0.027,0.061,0.0,0.04,0.008,0.022,0.011,0.011,0.0,0.016,0.0,0.002,0.027,0.001,0.0
lcl|NC_012442.1_prot_WP_032449636.1_460,0.0,0.001,0.004,0.0,0.0,0.0,0.004,0.002,0.003,0.004,0.004,0.0,0.245,0.118,0.089,0.13,0.381,0.0,0.003,0.005,0.072,0.037,0.002,0.0
lcl|NC_012442.1_prot_WP_004681861.1_461,0.008,0.023,0.053,0.019,0.002,0.0,0.005,0.013,0.024,0.013,0.014,0.0,0.03,0.028,0.011,0.012,0.006,0.0,0.039,0.052,0.026,0.022,0.001,0.0
lcl|NC_012442.1_prot_WP_002968969.1_462,0.003,0.003,0.074,0.005,0.003,0.0,0.049,0.041,0.029,0.043,0.061,0.0,0.221,0.269,0.082,0.032,0.245,0.0,0.101,0.088,0.025,0.031,0.059,0.0
lcl|NC_012442.1_prot_WP_004681862.1_463,0.003,0.003,0.054,0.002,0.001,0.0,0.011,0.011,0.011,0.016,0.023,0.0,0.207,0.064,0.063,0.034,0.034,0.0,0.005,0.0,0.0,0.004,0.0,0.0
lcl|NC_012442.1_prot_WP_002966100.1_464,0.053,0.045,0.062,0.02,0.009,0.0,0.017,0.016,0.018,0.023,0.026,0.0,0.212,0.315,0.156,0.438,0.293,0.0,0.248,0.014,0.056,0.084,0.059,0.0
lcl|NC_012442.1_prot_WP_002966099.1_465,0.001,0.01,0.017,0.002,0.022,0.0,0.038,0.038,0.038,0.048,0.027,0.0,0.052,0.03,0.026,0.006,0.038,0.0,0.283,0.008,0.074,0.028,0.013,0.0
lcl|NC_012442.1_prot_WP_004681863.1_466,0.001,0.001,0.022,0.001,0.005,0.0,0.097,0.051,0.036,0.03,0.033,0.0,0.069,0.096,0.062,0.027,0.049,0.0,0.064,0.013,0.011,0.091,0.019,0.0
lcl|NC_012442.1_prot_WP_002966097.1_467,0.001,0.0,0.003,0.001,0.001,0.0,0.003,0.003,0.002,0.003,0.004,0.0,0.024,0.004,0.012,0.001,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lcl|NC_012442.1_prot_WP_004681864.1_468,0.012,0.002,0.01,0.005,0.001,0.0,0.011,0.018,0.012,0.024,0.011,0.0,0.012,0.008,0.009,0.002,0.003,0.0,0.007,0.003,0.004,0.004,0.001,0.0
lcl|NC_012442.1_prot_WP_004686085.1_469,0.001,0.003,0.007,0.008,0.003,0.0,0.016,0.035,0.016,0.032,0.03,0.0,0.019,0.003,0.014,0.006,0.004,0.0,0.007,0.0,0.003,0.002,0.0,0.0
lcl|NC_012442.1_prot_WP_004684980.1_470,0.011,0.12,0.221,0.038,0.014,0.0,0.184,0.134,0.196,0.06,0.163,0.0,0.034,0.047,0.04,0.026,0.007,0.0,0.04,0.001,0.005,0.204,0.001,0.0
lcl|NC_012442.1_prot_WP_004686084.1_471,0.002,0.021,0.126,0.013,0.002,0.0,0.097,0.076,0.088,0.028,0.093,0.0,0.02,0.017,0.026,0.009,0.004,0.0,0.003,0.0,0.0,0.067,0.0,0.0
lcl|NC_012442.1_prot_WP_002966091.1_472,0.317,0.409,0.197,0.341,0.248,0.0,0.106,0.111,0.072,0.096,0.13,0.0,0.105,0.128,0.022,0.043,0.009,0.0,0.198,0.732,0.2,0.2,0.194,0.2
lcl|NC_012442.1_prot_WP_004681868.1_473,0.125,0.033,0.03,0.08,0.008,0.0,0.026,0.02,0.048,0.017,0.036,0.0,0.055,0.016,0.037,0.049,0.014,0.0,0.008,0.0,0.0,0.011,0.0,0.0
